iter	Logloss
141	0.08400995875
142	0.08398162074
143	0.08388323757
144	0.08384844336
145	0.08374693831
146	0.0835869376
147	0.08346308849
148	0.083422087
149	0.08337662693
150	0.08301183032
151	0.08295898808
152	0.08292254162
153	0.08288129258
154	0.08283830079
155	0.08279043841
156	0.08274916982
157	0.08271540629
158	0.08268273025
159	0.08264608576
160	0.08250911537
161	0.08247832883
162	0.08244439677
163	0.0823837418
164	0.08235438274
165	0.08221015397
166	0.08216518393
167	0.08204068563
168	0.08199494113
169	0.08195134496
170	0.08190555998
171	0.08174921891
172	0.08170443775
173	0.08167719014
174	0.08164707609
175	0.0816158872
176	0.08157096474
177	0.08154231438
178	0.08151267354
179	0.08148373797
180	0.08144459766
181	0.08140682481
182	0.08132491846
183	0.08128524181
184	0.0812610658
185	0.08124183695
186	0.08121515568
187	0.08117353844
188	0.08114802806
189	0.08111767289
190	0.08095808992
191	0.08091922441
192	0.08088296
193	0.08085943381
194	0.08082054173
195	0.08075767624
196	0.08071784652
197	0.08066054103
198	0.08063484022
199	0.08060735647
200	0.08057827445
201	0.08055599757
202	0.0805333521
203	0.08049884612
204	0.08047464656
205	0.08040864672
206	0.08033806025
207	0.08020801712
208	0.08012540686
209	0.08008322105
210	0.08005501674
211	0.07999634361
212	0.07995525834
213	0.07992721955
214	0.07989137288
215	0.07986908909
216	0.07984288366
217	0.07981954069
218	0.07979384329
219	0.07976301151
220	0.07973456189
221	0.07971428738
222	0.07966435033
223	0.07951759519
224	0.07950085311
225	0.07947644561
226	0.07944959668
227	0.07941952117
228	0.07938928218
229	0.07936160702
230	0.07933528919
231	0.07917217273
232	0.07915276338
233	0.07912282361
234	0.07909921324
235	0.07908473937
236	0.07905983298
237	0.07903285814
238	0.07889397033
239	0.07879906607
240	0.07878116575
241	0.0787616585
242	0.07873826357
243	0.07864782052
244	0.07863177982
245	0.07858917531
246	0.07851517824
247	0.07847527807
248	0.07845451713
249	0.07839067876
250	0.07836020721
251	0.07829129849
252	0.0782734115
253	0.07824590556
254	0.07823133916
255	0.07821891506
256	0.07810866895
257	0.07808974321
258	0.07807140978
259	0.0780573373
260	0.07803883261
261	0.07801902771
262	0.07800196889
263	0.07796730635
264	0.07794634768
265	0.07792702678
266	0.07790736783
267	0.07788981811
268	0.07784780726
269	0.07778463837
270	0.07776693003
271	0.07773829115
272	0.07771199045
273	0.07769332919
274	0.07767462161
275	0.07765223925
276	0.07755765853
277	0.07753904048
278	0.07751457128
279	0.07747263281
280	0.07744627217
281	0.07742273264
282	0.07739843684
283	0.0773823688
284	0.07737013708
285	0.07732106255
286	0.07730707561
287	0.077239124
288	0.07722294191
289	0.0772058757
290	0.07718127106
291	0.07715750626
292	0.07713742082
293	0.07710373134
294	0.07707528951
295	0.0770541012
296	0.07704287241
297	0.07702292768
298	0.07700725752
299	0.07699067785
300	0.0769781181
301	0.07695707546
302	0.07693385217
303	0.07691382103
304	0.07690446209
305	0.07689013836
306	0.07687220982
307	0.07684541023
308	0.07682008007
309	0.07680897184
310	0.07678895928
311	0.07677400434
312	0.07673319844
313	0.07671391062
314	0.07668660766
315	0.0766597781
316	0.07664280472
317	0.0766276969
318	0.07661571331
319	0.07659135835
320	0.07657156259
321	0.0765544055
322	0.07654190666
323	0.07652206858
324	0.07650485184
325	0.07649074521
326	0.07647378107
327	0.07646093582
328	0.07644730366
329	0.07641840157
330	0.07639203547
331	0.07637584239
332	0.0763579626
333	0.07634048785
334	0.0763034504
335	0.07628310525
336	0.0762618784
337	0.07624556092
338	0.07622590406
339	0.07621197774
340	0.0761530593
341	0.07613569766
342	0.07612225861
343	0.07609038608
344	0.07607437803
345	0.07605971641
346	0.07603032608
347	0.07600508296
348	0.07598829417
349	0.07597511263
350	0.07594752841
351	0.0759334788
352	0.07591880911
353	0.07589873856
354	0.07588627358
355	0.07587438141
356	0.07585770798
357	0.07584407893
358	0.07579113895
359	0.07576606056
360	0.07575326489
361	0.07572058915
362	0.07570528448
363	0.07569458781
364	0.07567057956
365	0.07564734674
366	0.075619113
367	0.07560715295
368	0.0755649073
369	0.0755460454
370	0.07552728436
371	0.07551047674
372	0.075480238
373	0.07546504139
374	0.07545130218
375	0.07543297566
376	0.07541145276
377	0.07538794987
378	0.0753680805
379	0.07534796567
380	0.07533632747
381	0.07531373497
382	0.07530109607
383	0.07524920048
384	0.07521990916
385	0.07520096187
386	0.07518441795
387	0.07516637682
388	0.07515156107
389	0.07514264876
390	0.07509694289
391	0.07507038959
392	0.07504636639
393	0.07503105535
394	0.07502159895
395	0.07500862191
396	0.07498955361
397	0.07496838413
398	0.07495786038
399	0.07493186308
400	0.07488385289
401	0.07487566328
402	0.07486032913
403	0.07484951326
404	0.07483308723
405	0.07481847129
406	0.07479880111
407	0.0747780158
408	0.0747642004
409	0.07474654281
410	0.07472876252
411	0.07471024902
412	0.07469772221
413	0.07468023082
414	0.07466360288
415	0.07464170306
416	0.07462863391
417	0.07461330146
418	0.07460262659
419	0.07458088154
420	0.07456368353
421	0.07455253283
422	0.07454183105
423	0.07453717727
424	0.07451895126
425	0.07449914602
426	0.07448131191
427	0.0744605717
428	0.07444455713
429	0.07442973291
430	0.07441496425
431	0.07439336403
432	0.07438301314
433	0.07436674912
434	0.07435331649
435	0.07433912719
436	0.07432625091
437	0.07431457855
438	0.07428095596
439	0.07426631935
440	0.07424374335
441	0.07422514729
442	0.07418206061
443	0.07416688361
444	0.07414838947
445	0.07414005881
446	0.07411364266
447	0.07409660623
448	0.07408522608
449	0.07403681499
450	0.07402369067
451	0.07401724347
452	0.07399703343
453	0.0739863068
454	0.07397080547
455	0.07395344676
456	0.07393978156
457	0.0739253164
458	0.07391196818
459	0.0739014942
460	0.07389580994
461	0.0738777368
462	0.07386313984
463	0.07385308515
464	0.07383994687
465	0.07382691317
466	0.07381465614
467	0.07380124788
468	0.07378932126
469	0.07378114313
470	0.07377259363
471	0.07375580824
472	0.07373585144
473	0.07372296552
474	0.07371466766
475	0.0737082626
476	0.07369576771
477	0.07367433861
478	0.07365217986
479	0.07363399054
480	0.07362337609
481	0.07361222987
482	0.07359630594
483	0.07358366893
484	0.07356863818
485	0.0735539608
486	0.07352400016
487	0.07350498193
488	0.07349835691
489	0.07349471501
490	0.07348352573
491	0.07347042034
492	0.07345878442
493	0.07342779957
494	0.07341046246
495	0.07339700049
496	0.0733864635
497	0.07337188858
498	0.0733638479
499	0.07335028905
500	0.07332878343
501	0.07331926018
502	0.07330703872
503	0.07330000788
504	0.07328366996
505	0.0732682133
506	0.07326110724
507	0.073252375
508	0.07323708274
509	0.07321866207
510	0.07320612796
511	0.07319036444
512	0.07317419131
513	0.07316137346
514	0.07314336804
515	0.07311997423
516	0.07310717783
517	0.07309144448
518	0.07307357208
519	0.07305775067
520	0.07304915894
521	0.07303682567
522	0.07302700077
523	0.07301195455
524	0.07300412745
525	0.07299117716
526	0.0729799168
527	0.07297413061
528	0.07296298784
529	0.07294938847
530	0.07293659601
531	0.07292635868
532	0.07290964009
533	0.07290312605
534	0.07289725671
535	0.0728968057
536	0.0728846127
537	0.07286340254
538	0.07285075342
539	0.07284173733
540	0.07282496951
541	0.07281123854
542	0.07280795035
543	0.07279084853
544	0.07278317624
545	0.07277220931
546	0.07275836249
547	0.07274272683
548	0.07273375185
549	0.07272314087
550	0.07270852712
551	0.07269870266
552	0.07268707832
553	0.07266778199
554	0.07266402386
555	0.07264067384
556	0.0726326804
557	0.07262491621
558	0.07260870868
559	0.07259192724
560	0.07258445618
561	0.07257075265
562	0.07255694606
563	0.07254134358
564	0.07252966076
565	0.0725232377
566	0.07250922142
567	0.07249694844
568	0.07248337042
569	0.07247836439
570	0.07246741584
571	0.07245582488
572	0.07244338526
573	0.07243091488
574	0.07242194497
575	0.07241043355
576	0.07240146875
577	0.07239126533
578	0.07237923512
579	0.07236267452
580	0.07235620869
581	0.07234471936
582	0.07232848342
583	0.07231796069
584	0.07230751804
585	0.07230098021
586	0.0722824653
587	0.07226852808
588	0.07225660418
589	0.07223950761
590	0.07222713615
591	0.07221007894
592	0.07219566453
593	0.07218996859
594	0.07217992349
595	0.07216892726
596	0.07214006107
597	0.07212907
598	0.07211108366
599	0.07209916502
600	0.07208847322
601	0.07206839945
602	0.07205514041
603	0.07204646704
604	0.07203461179
605	0.07201534198
606	0.07200632205
607	0.07199783915
608	0.07198767451
609	0.07197342382
610	0.07195812737
611	0.07194266579
612	0.07193436627
613	0.07192341967
614	0.07191891516
615	0.07191169983
616	0.07190108577
617	0.07188520485
618	0.07187811218
619	0.07184411267
620	0.07183131978
621	0.07178442759
622	0.0717113978
623	0.07170120815
624	0.0716905918
625	0.07168103158
626	0.07167124643
627	0.0716580666
628	0.07162731037
629	0.07157366614
630	0.07156196181
631	0.07155094807
632	0.07154438406
633	0.07153755684
634	0.07152595687
635	0.07151196195
636	0.07150034997
637	0.07149253951
638	0.07148109422
639	0.07146926884
640	0.07146265165
641	0.07144786976
642	0.0714249366
643	0.07141541457
644	0.0713988763
645	0.07138336431
646	0.07137787433
647	0.07137438764
648	0.07132912067
649	0.07131466072
650	0.07129727471
651	0.07128419311
652	0.07127255125
653	0.07126547108
654	0.07124209746
655	0.07123003936
656	0.07121838657
657	0.07120463441
658	0.07116155266
659	0.07113503671
660	0.07110342162
661	0.07108748602
662	0.0710678932
663	0.07106001365
664	0.07105264628
665	0.07104487411
666	0.07103927504
667	0.07102385516
668	0.07100812604
669	0.07099141369
670	0.07098330586
671	0.07097262247
672	0.07096299268
673	0.07095023267
674	0.07094122359
675	0.07092744712
676	0.07091406212
677	0.07090203259
678	0.07089138288
679	0.07087922651
680	0.07086968847
681	0.07086040737
682	0.07084881378
683	0.07084395419
684	0.07083534519
685	0.07081841954
686	0.07080842479
687	0.07078635887
688	0.07077688549
689	0.07076880939
690	0.07075899286
691	0.0707479328
692	0.07073923379
693	0.07073171598
694	0.07071178302
695	0.07069965006
696	0.07069417403
697	0.07068645251
698	0.07066604295
699	0.07065845814
700	0.07064897839
701	0.07064096373
702	0.07063028181
703	0.07061992362
704	0.07059845979
705	0.07059103836
706	0.07058676996
707	0.07053744711
708	0.07052873647
709	0.07052015714
710	0.07051290707
711	0.07050809181
712	0.07049754086
713	0.07048545961
714	0.07047459149
715	0.07046802846
716	0.07046180015
717	0.07045071582
718	0.07044260415
719	0.07043006804
720	0.07041773439
721	0.0704010505
722	0.07038629965
723	0.0703782938
724	0.07036331287
725	0.07035648384
726	0.07034660844
727	0.07033407292
728	0.07032589382
729	0.07030708605
730	0.07029637829
731	0.07028883727
732	0.07028235899
733	0.07026972091
734	0.07026180517
735	0.07024766851
736	0.07023839262
737	0.07023832236
738	0.07022625732
739	0.07021682569
740	0.07020644045
741	0.07018952424
742	0.070176211
743	0.07016662324
744	0.07013257508
745	0.07012508958
746	0.07011732797
747	0.0701077731
748	0.07009968493
749	0.07009081675
750	0.07008301724
751	0.07007388526
752	0.07005504807
753	0.07004775411
754	0.07003821398
755	0.07002767388
756	0.0700176264
757	0.07001310933
758	0.06998357124
759	0.0699689104
760	0.06996257642
761	0.06995389439
762	0.06994352136
763	0.06993537111
764	0.06991995882
765	0.06990957222
766	0.06990045294
767	0.06988531656
768	0.06987376788
769	0.06986823327
770	0.06985712524
771	0.06984956267
772	0.06983488281
773	0.06982626889
774	0.06981615952
775	0.06980761566
776	0.06979048956
777	0.06977557971
778	0.06976572547
779	0.06975688104
780	0.06974706811
781	0.06973954251
782	0.0697250831
783	0.06971411047
784	0.06970463505
785	0.06969271134
786	0.06968194384
787	0.06967367127
788	0.06966815048
789	0.06966265115
790	0.06965262838
791	0.06964449394
792	0.06963390207
793	0.06962194319
794	0.06961640937
795	0.06960924114
796	0.06959810936
797	0.06959015294
798	0.06958150691
799	0.06957469886
800	0.06956549483
801	0.06955655605
802	0.0695416245
803	0.06950559242
804	0.06949128631
805	0.06948157404
806	0.06947338725
807	0.06946411427
808	0.06945500521
809	0.06944441986
810	0.06943582088
811	0.06942556467
812	0.06941820392
813	0.06941114505
814	0.06939587838
815	0.06938399331
816	0.06937229103
817	0.06936618129
818	0.06935997464
819	0.06935266137
820	0.06934655466
821	0.06934092445
822	0.06933370922
823	0.06932627149
824	0.06932626663
825	0.06932626663
826	0.06932626663
827	0.06932626663
828	0.06932626663
829	0.06932626663
830	0.06932626663
831	0.06932626663
832	0.06932626663
833	0.06932626663
834	0.06932626663
835	0.06932626663
836	0.06932626663
837	0.06932626663
838	0.06932626663
839	0.06932626663
840	0.06932626663
841	0.06932626663
842	0.06932626663
843	0.06931888986
844	0.06931887712
845	0.06931886101
846	0.06931885444
847	0.06931884296
848	0.06931881542
849	0.06931881839
850	0.0693187549
851	0.06931873544
852	0.06931874731
853	0.06931874468
854	0.06931870537
855	0.06931866796
856	0.06931860106
857	0.06931853781
858	0.06931851898
859	0.06931850886
860	0.06931847772
861	0.06931834013
862	0.06931833366
863	0.06931827464
864	0.06931822511
865	0.06931820497
866	0.06931808543
867	0.06931807711
868	0.06931806198
869	0.0693180522
870	0.06931791928
871	0.06930349664
872	0.06929295139
873	0.06928570492
874	0.06928571431
875	0.06927443964
876	0.06927394479
877	0.06926891443
878	0.06926112396
879	0.06926115715
880	0.06925580071
881	0.06924757101
882	0.06923705343
883	0.06922752133
884	0.06921693773
885	0.06921205343
886	0.06919416795
887	0.06919420341
888	0.06919420341
889	0.06919420341
890	0.06919420341
891	0.06919420341
892	0.06919420341
893	0.06919420341
894	0.06919420341
895	0.06919420341
896	0.06919420341
897	0.06919420341
898	0.06919420341
899	0.06918680826
900	0.06917795589
901	0.0691677712
902	0.06916267789
903	0.06915059071
904	0.06913503397
905	0.06913100435
906	0.06912397405
907	0.06911376961
908	0.06910606935
909	0.06909491184
910	0.06908273057
911	0.0690721748
912	0.0690663601
913	0.06905850444
914	0.06905238585
915	0.06904643356
916	0.06903915785
917	0.06902941756
918	0.06902437455
919	0.06901560499
920	0.06900921161
921	0.06900350365
922	0.06898543193
923	0.06897878934
924	0.06896668124
925	0.06896634335
926	0.06896044073
927	0.06895491235
928	0.06892349887
929	0.06891717424
930	0.06891039771
931	0.06890367957
932	0.06889507203
933	0.06888400433
934	0.06888397008
935	0.06888397008
936	0.06887368015
937	0.06886141733
938	0.068853243
939	0.06884553875
940	0.06883450141
941	0.06883046961
942	0.06882142657
943	0.06881409223
944	0.06880278482
945	0.06880269924
946	0.06880265569
947	0.06880253513
948	0.06880245982
949	0.06880236188
950	0.06880145055
951	0.06880145055
952	0.06880160493
953	0.06880160401
954	0.06880140584
955	0.06880153667
956	0.06880147128
957	0.06880139548
958	0.06880123896
959	0.068801232
960	0.06880036286
961	0.06879192915
962	0.06878234835
963	0.06877323841
964	0.06876360029
965	0.06875526939
966	0.06874776423
967	0.06873935072
968	0.06872632886
969	0.06871425058
970	0.06870280096
971	0.06869712249
972	0.06868988692
973	0.06868086455
974	0.06867355951
975	0.0686655179
976	0.06865529628
977	0.06864714695
978	0.06864681086
979	0.06864677724
980	0.06864674503
981	0.0686466809
982	0.06864147354
983	0.06863741756
984	0.06862175461
985	0.06860897607
986	0.06860122365
987	0.06858734058
988	0.06858143986
989	0.06857605176
990	0.06857171529
991	0.06856462437
992	0.06856360581
993	0.068554435
994	0.06854972571
995	0.06854137257
996	0.06853376091
997	0.06852547715
998	0.06852037123
999	0.06851414843
