Filename,Model_name,Best Model Hyperparameters,Best Model Score (F1 Weighted)
oversampler_smote_0_train.csv,LGBMClassifier,"OrderedDict([('colsample_bytree', 0.9258794859788099), ('learning_rate', 0.2285540576445414), ('max_depth', 6), ('min_child_samples', 10), ('n_estimators', 92), ('num_leaves', 44), ('subsample', 0.9483143297507699)])",0.9591232521524933
oversampler_border2_0_train.csv,LGBMClassifier,"OrderedDict([('colsample_bytree', 0.5275976377226841), ('learning_rate', 0.395574597076093), ('max_depth', 3), ('min_child_samples', 11), ('n_estimators', 98), ('num_leaves', 23), ('subsample', 0.502695319713597)])",0.9590691042332514
oversampler_border1_0_train.csv,LGBMClassifier,"OrderedDict([('colsample_bytree', 0.5), ('learning_rate', 0.09445042038994143), ('max_depth', 15), ('min_child_samples', 16), ('n_estimators', 61), ('num_leaves', 50), ('subsample', 0.5705617806093332)])",0.9609995605125828
oversampler_adasyn_0_train.csv,LGBMClassifier,"OrderedDict([('colsample_bytree', 0.5670019340721787), ('learning_rate', 0.07036149496228437), ('max_depth', 8), ('min_child_samples', 19), ('n_estimators', 154), ('num_leaves', 46), ('subsample', 0.5064279975628928)])",0.9589972240454452
