,Decision Tree,Random Forest,GBM,AdaBoost,GTB,Extra Trees,XGBoost,LightGBM,CatBoost,HistGradientBoosting,Mean
oversampler_random_0_train.csv,0.9323284514442756,0.9500430756932491,0.8867614745599995,0.8814878086138176,0.8867614745599995,0.9440839454706027,0.910504470861936,0.9007816663988802,0.9191753985686079,0.9004845037551731,0.9112412269926541
oversampler_smote_0_train.csv,0.9281829409593028,0.9485376503901658,0.9419986407819586,0.9327122123698985,0.9419986407819586,0.9451259876041387,0.9538764083402775,0.950734567384836,0.9538707201004116,0.9497402420815193,0.9446778010794468
oversampler_border2_0_train.csv,0.9266735014459033,0.9478655251683001,0.941867315002902,0.9321266930099422,0.941867315002902,0.9439122055299362,0.9535600412541253,0.9513947126445063,0.9539308475696167,0.949933406545586,0.944313156317372
oversampler_adasyn_0_train.csv,0.9267899079455963,0.9473376165888202,0.9395346142529828,0.9287818874949941,0.9395346142529828,0.9441302357112378,0.9533812261444339,0.9511062735696949,0.9531925929290593,0.9501293252112563,0.9433918294101058
oversampler_border1_0_train.csv,0.9262583309822557,0.9472536195588305,0.9407362686271312,0.9327166516554183,0.9407362686271312,0.9440424859325018,0.9528138617382902,0.9507883329206358,0.9538009151306678,0.9499797132325976,0.943912644840546
